country,region,variety,process,moisture,altitude,target
Taiwan,natou county,Typica,Washed / Wet,0.1100,900.0000,poor
Taiwan,natou county,Typica,Washed / Wet,0.1100,850.0000,poor
Taiwan,taichung taiping,Typica,Washed / Wet,0.1100,900.0000,poor
Taiwan,taichung xinshe,Typica,other,0.1100,600.0000,fair
Taiwan,taichung xinshe,Typica,other,0.1100,1000.0000,good
Taiwan,taichung xinshe,Typica,other,0.1100,1000.0000,fair
Taiwan,taichung xinshe,Typica,Washed / Wet,0.1100,600.0000,fair
Taiwan,taichung xinshe,Typica,Washed / Wet,0.1100,1000.0000,great
Taiwan,taichung xinshe,Yellow Bourbon,other,0.1100,600.0000,poor
Taiwan,tainan city,Caturra,Natural / Dry,0.0900,350.0000,great
Taiwan,tainan city,Typica,Natural / Dry,0.0000,750.0000,good
Taiwan,tainan city,Typica,Natural / Dry,0.0000,750.0000,great
Taiwan,tainan city,Typica,Natural / Dry,0.1200,680.0000,good
Taiwan,tainan city,Typica,Natural / Dry,0.0000,350.0000,good
Taiwan,tainan city,Typica,Washed / Wet,0.1000,968.0000,good
Taiwan,tainan city,Typica,Washed / Wet,0.0000,525.0000,good
Taiwan,tainan city,Typica,Washed / Wet,0.0000,700.0000,poor
Taiwan,tainan city,Typica,Washed / Wet,0.1200,758.0000,poor
Taiwan,tainan city,Typica,Washed / Wet,0.0000,800.0000,fair
Taiwan,tainan city,Typica,Washed / Wet,0.0900,600.0000,fair
Taiwan,tainan city,Typica,Washed / Wet,0.1200,650.0000,good
Taiwan,tainan city,Typica,Washed / Wet,0.1000,600.0000,poor
Taiwan,tainan city,Typica,Washed / Wet,0.1000,800.0000,poor
Taiwan,tainan city,Typica,Washed / Wet,0.1100,775.0000,poor
Taiwan,tainan city,Yellow Bourbon,Natural / Dry,0.0000,650.0000,good
Taiwan,tainan city,Yellow Bourbon,Washed / Wet,0.0000,650.0000,poor
Taiwan,taiwan,Other,Natural / Dry,0.0000,50.0000,poor
Taiwan,taiwan,Other,Washed / Wet,0.0000,200.0000,poor
Tanzania,arusha,Arusha,Washed / Wet,0.1100,1400.0000,fair
Tanzania,arusha,Other,Semi-washed / Semi-pulped,0.1200,1700.0000,good
Tanzania,arusha,Other,Washed / Wet,0.1300,1400.0000,good
Tanzania,arusha,Other,Washed / Wet,0.1200,1525.0000,poor
Tanzania,arusha,Other,Washed / Wet,0.1200,1400.0000,poor
Tanzania,arusha meru,Ruiru 11,Washed / Wet,0.1300,2285.0000,poor
Tanzania,ikand village,Other,Washed / Wet,0.1200,1317.0000,fair
Tanzania,"ilomba vilage, mbozi",Other,Washed / Wet,0.1200,1700.0000,fair
Tanzania,"ilomba vilage, mbozi",Other,Washed / Wet,0.1200,1700.0000,poor
Tanzania,"iwala village, mbeya rural",Other,Washed / Wet,0.1300,1456.0000,poor
Tanzania,karatu arusha,Other,Washed / Wet,0.1200,1700.0000,fair
Tanzania,karatu arusha,Other,Washed / Wet,0.1200,1600.0000,fair
Tanzania,karatu ngorogoro,Other,Washed / Wet,0.1300,1700.0000,poor
Tanzania,karatu northern,Bourbon,Washed / Wet,0.1300,1600.0000,good
Tanzania,kilimanjaro,Bourbon,Washed / Wet,0.1200,1800.0000,fair
Tanzania,kilimanjaro,Bourbon,Washed / Wet,0.1200,1500.0000,poor
Tanzania,kilimanjaro,Other,Washed / Wet,0.1300,1650.0000,poor
Tanzania,"manyara, karatu",Other,Washed / Wet,0.1200,1700.0000,poor
Tanzania,mbeya,Other,Washed / Wet,0.1200,1877.0000,poor
Tanzania,mbeya,Other,Washed / Wet,0.1200,1620.0000,great
Tanzania,mbeya,Other,Washed / Wet,0.1200,1600.0000,good
Tanzania,mbinga,Bourbon,Washed / Wet,0.1200,1550.0000,poor
Tanzania,mbinga,Bourbon,Washed / Wet,0.1200,1550.0000,fair
Tanzania,mbinga,Other,Washed / Wet,0.1300,1653.0000,good
Tanzania,mbinga,Other,Washed / Wet,0.1200,1500.0000,poor
Tanzania,meru,Other,Washed / Wet,0.1200,1350.0000,fair
Tanzania,mkuu rombo,Bourbon,Washed / Wet,0.1300,1700.0000,poor
Tanzania,moshi,Bourbon,Washed / Wet,0.1200,168.0000,good
Tanzania,ngorogoro,Other,Washed / Wet,0.1200,1600.0000,fair
Tanzania,ngorogoro,Other,Washed / Wet,0.1200,1600.0000,fair
Tanzania,nkure- meru,Ruiru 11,Washed / Wet,0.1300,1400.0000,good
Tanzania,northern,Other,Washed / Wet,0.1200,1600.0000,fair
Tanzania,"oldeani , mongola",Other,Washed / Wet,0.1200,1800.0000,fair
Tanzania,ruvuma,Bourbon,Washed / Wet,0.1300,1650.0000,fair
Tanzania,"ruvuma, mbinga",Bourbon,Washed / Wet,0.1200,1050.0000,poor
Tanzania,shizingo village,Other,Washed / Wet,0.1200,1620.0000,good
Thailand,chiang rai,Caturra,Washed / Wet,0.1000,1300.0000,great
Thailand,chiang rai thailand,Catimor,Natural / Dry,0.1200,1200.0000,good
Thailand,chiangrai,Catimor,Natural / Dry,0.1000,1350.0000,good
Thailand,chiangrai,Caturra,Washed / Wet,0.1200,1450.0000,fair
Thailand,chiangrai,Caturra,Washed / Wet,0.1200,1450.0000,good
Thailand,chiangrai,Caturra,Washed / Wet,0.1100,1450.0000,fair
Thailand,phahi,Caturra,Washed / Wet,0.1100,1500.0000,fair
Thailand,thailand,Catimor,Washed / Wet,0.1300,1200.0000,good
Thailand,thailand,Other,Washed / Wet,0.1200,800.0000,great
Thailand,thailand,Other,Washed / Wet,0.1200,800.0000,poor
Uganda,eastern,SL14,Natural / Dry,0.1200,1650.0000,fair
Uganda,eastern,SL14,Natural / Dry,0.1200,1700.0000,poor
Uganda,eastern,SL14,Natural / Dry,0.1200,1650.0000,great
Uganda,eastern,SL14,Natural / Dry,0.1200,1650.0000,great
Uganda,eastern,SL14,Washed / Wet,0.1200,1950.0000,great
Uganda,eastern,SL14,Washed / Wet,0.1200,1600.0000,great
Uganda,eastern,SL14,Washed / Wet,0.1100,1800.0000,great
Uganda,eastern,SL14,Washed / Wet,0.1100,1750.0000,good
Uganda,eastern,SL14,Washed / Wet,0.1200,1800.0000,good
Uganda,eastern,SL14,Washed / Wet,0.1100,1800.0000,good
Uganda,eastern,SL14,Washed / Wet,0.1000,1800.0000,good
Uganda,eastern,SL14,Washed / Wet,0.1200,1650.0000,fair
Uganda,kapchorwa,SL14,Washed / Wet,0.1200,1800.0000,good
Uganda,kapchorwa,SL14,Washed / Wet,0.1200,1950.0000,great
Uganda,kasese,Other,Natural / Dry,0.1300,1700.0000,good
Uganda,kasese,Other,Washed / Wet,0.1000,1700.0000,good
Uganda,"kasese, mt. rwenzori",Bourbon,Natural / Dry,0.1200,1645.0000,good
Uganda,"kasese, mt. rwenzori",Bourbon,Washed / Wet,0.1200,1473.0000,good
Uganda,mbale,Other,Washed / Wet,0.1100,1775.0000,great
Uganda,mt elgon,SL14,Washed / Wet,0.1200,1650.0000,fair
Uganda,mt. rwenzori,Other,Washed / Wet,0.1100,1600.0000,good
Uganda,"sipi, mt elgon",Other,Washed / Wet,0.1000,1650.0000,great
Uganda,west nile,Bourbon,Natural / Dry,0.1200,1400.0000,great
Uganda,west nile,SL14,Washed / Wet,0.1200,1400.0000,good
United States,antioquia,Other,Washed / Wet,0.0000,1872.0000,great
United States,antioquia,Other,Washed / Wet,0.0000,1943.0000,great
United States,antioquia,Other,Washed / Wet,0.0000,2080.0000,great
United States,antioquia,Other,Washed / Wet,0.0000,2019.0000,great
United States,antioquia,Other,Washed / Wet,0.0000,2112.0000,great
United States,antioquia,Other,Washed / Wet,0.0000,1941.0000,great
United States,central america,Pache Comun,Natural / Dry,0.0000,1706.8800,poor
United States,kona,Arusha,Natural / Dry,0.1300,500.0000,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,500.0000,great
United States,kona,Hawaiian Kona,Natural / Dry,0.1000,500.0000,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,500.0000,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,500.0000,fair
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,500.0000,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,500.0000,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1000,500.0000,fair
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,500.0000,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,500.0000,fair
United States,kona,Hawaiian Kona,Natural / Dry,0.1200,500.0000,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1000,500.0000,great
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,500.0000,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1200,500.0000,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,500.0000,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1200,500.0000,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1200,500.0000,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1000,500.0000,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,500.0000,fair
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,500.0000,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1200,500.0000,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1200,500.0000,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1200,500.0000,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,500.0000,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,500.0000,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,500.0000,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,500.0000,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,500.0000,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1000,500.0000,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1000,500.0000,great
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,500.0000,fair
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,500.0000,good
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,500.0000,great
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,500.0000,great
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,500.0000,great
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,500.0000,great
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,500.0000,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,500.0000,great
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,500.0000,great
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,500.0000,good
United States,kona,Hawaiian Kona,other,0.0000,609.6000,great
United States,kona,Hawaiian Kona,other,0.0000,426.7200,great
United States,kona,Hawaiian Kona,Washed / Wet,0.1200,500.0000,good
United States,kona,Hawaiian Kona,Washed / Wet,0.1000,500.0000,fair
United States,kona,Hawaiian Kona,Washed / Wet,0.1000,500.0000,poor
United States,kona,Hawaiian Kona,Washed / Wet,0.0600,500.0000,fair
United States,kona,Hawaiian Kona,Washed / Wet,0.1000,500.0000,poor
United States,kona,Hawaiian Kona,Washed / Wet,0.1200,500.0000,fair
United States,kona,Hawaiian Kona,Washed / Wet,0.1200,500.0000,good
United States,kona,Hawaiian Kona,Washed / Wet,0.1200,500.0000,fair
United States,kona,Hawaiian Kona,Washed / Wet,0.1000,500.0000,fair
United States,yauco region,Other,Washed / Wet,0.1200,853.4400,great
United States,yauco region,Other,Washed / Wet,0.0000,853.4400,fair
United States,yauco region,Other,Washed / Wet,0.1300,853.4400,poor
United States,yauco region,Other,Washed / Wet,0.0000,853.4400,good
Vietnam,dala,Catimor,Natural / Dry,0.0700,1550.0000,fair
Vietnam,dala,Catimor,other,0.0000,1550.0000,poor
Vietnam,don duong,Other,Natural / Dry,0.1200,1040.0000,great
Vietnam,don duong,Other,Natural / Dry,0.0000,1040.0000,poor
Vietnam,vietnam,Caturra,Washed / Wet,0.1200,1040.0000,poor
Vietnam,vietnam cau dat,Caturra,other,0.0000,1550.0000,good
Zambia,mubuyu estate,SL28,Washed / Wet,0.0000,1250.0000,poor
